,w,a,m
80,0.29026279171374253,0.2575576508677096,0.22760864603905126
81,0.2939614451950956,0.25563813761465076,0.24160486956607885
82,0.29510514015464234,0.2497839976731916,0.2506557535056204
83,0.2959098851348763,0.24465297675648415,0.2528854129026064
84,0.2935907319696805,0.2504827212406009,0.256945818892576
85,0.2950485595887622,0.24349815797328253,0.26346617532732974
86,0.29745547359366964,0.26514487945761356,0.27042296011579764
87,0.30161204942955167,0.25857826541590495,0.27593245369093405
88,0.3050559450589672,0.24251747292869108,0.2824254990446726
89,0.3061980369751654,0.24002602916773103,0.2848007104655858
90,0.30824595660602055,0.2459138569784894,0.2841213986776901
91,0.30900403313897723,0.2358774170722654,0.2752059904517911
92,0.3092415653653726,0.2371234871397272,0.26637699923596125
93,0.310805345652803,0.22859991048314518,0.2625593014907911
94,0.31401891117241587,0.22511411724243433,0.24907942204751407
95,0.31128181370482144,0.23149440239238808,0.2263194768562478
96,0.3113878625386464,0.23678477347592042,0.20966048165521672
97,0.3151769550303487,0.2527575982891614,0.2028897193182961
98,0.309056258689418,0.2527835985088556,0.20069482093921262
99,0.3118757468755236,0.2455855621638255,0.19289968624513049
100,0.31522694400645196,0.2500834119350078,0.18615197191936952
101,0.3191029081980056,0.252298396566469,0.18320024193636553
102,0.3250360164734985,0.2483183645167439,0.1780766470811917
103,0.3269731626002041,0.2509957085875276,0.1774359389314461
104,0.32442630086700436,0.26121210632453234,0.1839390723432848
105,0.32651030039716417,0.26629660366561325,0.18514633970193278
106,0.3340703772834644,0.26922225004942496,0.19115077224155316
107,0.3404261675533398,0.2662411901066345,0.18708161748373472
108,0.3439784387360401,0.2730414828397925,0.17649203987398307
109,0.3484422538220011,0.25862143194331133,0.16768632910923403
110,0.35130719294189244,0.27388415948341305,0.16003614101521707
111,0.3544257643862856,0.2820639351964162,0.16456283489602688
112,0.3576634517118814,0.2982344108787447,0.16525329831709437
113,0.35765764899703156,0.2882004723364245,0.16974881822432253
114,0.3514681919219036,0.299079779053455,0.16750455137912618
115,0.3539727491121784,0.2856740646161868,0.17912647383451336
116,0.34673992753954025,0.27115385404179304,0.17738349264907846
117,0.34688700333389694,0.27711248654362913,0.17873624117788417
118,0.33908468411204773,0.2728665954159785,0.1819906432945963
119,0.33371015493033007,0.2686067796378578,0.19074275583886083
120,0.3336417016430153,0.2751175034674685,0.19126238424119885
121,0.3370980117359937,0.26553821697671093,0.192533178935601
122,0.3381684799860513,0.26536052184975006,0.19520094346952976
123,0.33342755938595614,0.26201276850390837,0.19687676059931633
124,0.3341483170774818,0.24741306895673545,0.19889974492018048
125,0.33099539659547034,0.2398868105196541,0.20547676037910406
126,0.33155938397469864,0.26083663448428285,0.21937042856306274
127,0.33459560672465216,0.2592550253696979,0.22317659089789088
128,0.3326620140039709,0.2576401026917751,0.21685933686538583
129,0.33750698768653575,0.2736859646950409,0.21480263185888318
130,0.3410443736839168,0.29827941068456243,0.21375403936416604
131,0.3400133690096167,0.3053408617399057,0.22183403898292434
132,0.34122631196037406,0.3000894025306063,0.2291226452708513
133,0.3437535952100699,0.2911508576670871,0.24762449662654593
134,0.34590259996315303,0.2749686587843523,0.24996699532699088
135,0.3416470565604063,0.29000086213864784,0.25942340282534543
136,0.3412710552215983,0.28379746308883147,0.26641065317473583
137,0.3369413247853675,0.2839560367058861,0.2615198218584666
138,0.3444299574053976,0.28836955432188954,0.2644555560918078
139,0.3467896324061503,0.2946233743136839,0.2690560196618243
140,0.3339022266793524,0.30045471566461945,0.2756626285970178
141,0.337881905853921,0.3302096001728387,0.2723015691466331
142,0.34505086091332465,0.3299012768918522,0.2733676917900568
143,0.34449959936462726,0.30238318936470593,0.27701650229550984
144,0.3462850988962097,0.30817357290209574,0.27746801655985115
145,0.3408585016319689,0.3074839508334907,0.2879376570322674
146,0.33318915537136556,0.30084478933682796,0.28583635713546973
147,0.335498192911349,0.31298635927480645,0.2709276334761338
148,0.3257406075011615,0.33567615465109174,0.2601116920097176
149,0.3159188155211939,0.33760177483268944,0.26290359713891354
150,0.31747640841797337,0.31937613911850593,0.26006150506162196
151,0.3190638613175205,0.29275151848806397,0.26363376957749735
152,0.3277026407223761,0.2644240065645378,0.25878279540643356
153,0.331169742640353,0.23124506532915476,0.25380586338847366
154,0.33364611632067065,0.20818464619342772,0.25270084533379417
155,0.3335635074312925,0.20625060175716703,0.24307077106433364
156,0.3310285503190161,0.2235807090850545,0.23994952815205087
157,0.3346864815928148,0.2185541916874718,0.22760569729356725
158,0.3345133483809414,0.21790647424081713,0.212726421031815
159,0.333469683260826,0.22715556788416286,0.20086136109736724
160,0.3251617278291725,0.23033108033025382,0.19411708054144708
161,0.3360849601094578,0.22816917695921493,0.19395371794540456
162,0.3377652783616006,0.2127203964823438,0.19132782102239165
163,0.33842047792153734,0.2095703318847864,0.1980418716221324
164,0.32343960137366323,0.21261232139126598,0.19665688601042602
165,0.32182973981872276,0.21932954726120266,0.19885077942515236
166,0.32693821216630353,0.23213499469713336,0.1974547186499173
167,0.32621968080210806,0.23707618326121688,0.1922513997764622
168,0.32047886785525587,0.24353675083458143,0.19106442734507184
169,0.32440438023865154,0.2522908627201084,0.17731050196855097
170,0.32944434707613235,0.24877515505770692,0.1725087242940008
171,0.33833937785549395,0.25723193536452316,0.1771296224674477
172,0.34896218358453074,0.27099561611708367,0.17968876553175206
173,0.3282559574954903,0.2603491437548061,0.18819731592701272
174,0.32868273097998796,0.26212733282050327,0.1987240917078182
175,0.3287342576873127,0.2502364016027627,0.20179525133188123
176,0.31900202698791863,0.23546980237005108,0.21601750018863836
177,0.3245529575961468,0.22419836212593694,0.21794098194939743
178,0.31497399067278836,0.22915405337822062,0.22346102399105466
179,0.31759989033428687,0.23039333563063194,0.22689680329527662
180,0.3091769802358877,0.21699439857834493,0.2285676470880454
181,0.304044955318952,0.22018951233310638,0.23487689297478148
182,0.3077130372433961,0.22572885015800256,0.24388824189929426
183,0.3035058288617565,0.22327904546536526,0.2529687604956689
184,0.30793925932125016,0.2230073891952209,0.2572185025981833
185,0.3154633869277179,0.21658136260678554,0.2582593342211364
186,0.3239602656818224,0.22504629669427326,0.26017922177422165
187,0.3220512718309783,0.2356609785882025,0.2642466600160431
188,0.3190843477583478,0.23448305613754472,0.2802918035667916
189,0.3213836007945736,0.2370932982097152,0.27366922940210126
190,0.31161087048241887,0.2508485997451721,0.27648941206897876
191,0.32573828205922684,0.2596646185850546,0.2735274086287429
192,0.32750113751252874,0.2484818911870643,0.265082531160627
193,0.31904854183603726,0.25692419460110555,0.2652485994138815
194,0.3089364916909099,0.2625733416460572,0.2648805713525039
195,0.3132357187102652,0.2548857749237375,0.2662449603557566
196,0.31243357444419256,0.24408897941838986,0.27933440576046786
197,0.3043992247228026,0.25232051018341656,0.2813104438501453
198,0.3059805757007389,0.2629014489265421,0.27241378485748796
199,0.29781765355655515,0.2539036948536692,0.2734768857041757
200,0.31814278592588774,0.2620249598995672,0.2816555281959901
201,0.3052639860898738,0.25513831513082913,0.28357183735381386
202,0.3138327614689493,0.25970423523350505,0.2701261374417469
203,0.3098319318151698,0.267996873489268,0.26534417324507104
204,0.3249174561118323,0.2670695721686664,0.24910191912588284
205,0.33039348745978286,0.2656955855892285,0.2567261960795754
206,0.3465340819873297,0.26280561272770303,0.2553693300338346
207,0.34921583013767493,0.26214333933548023,0.24586136937792927
208,0.35294000737896375,0.26284756884792,0.2457235403517415
209,0.3445275783485431,0.2616300614226585,0.24381083820312344
210,0.34991802850656534,0.2670926089592939,0.24390799078107278
211,0.34786148605840694,0.26058317108023793,0.23434378588659877
212,0.3602831987476053,0.25779535542717996,0.2335790593690863
213,0.3469178846414932,0.2812688860954662,0.23392356861411792
214,0.35334033328799097,0.2840381877273682,0.23621226965024134
215,0.3619829249433914,0.28563388912781457,0.24073660416904402
216,0.34849694544108784,0.28844776480469675,0.24672562672610163
217,0.3688638466751941,0.3027032239753391,0.24806060541430466
218,0.3723752479885461,0.297749329320229,0.24455348835156923
219,0.360399298340011,0.3036667069977668,0.24541887637175003
220,0.3573805400608478,0.30531438898406427,0.24232625676568206
221,0.3795269179702306,0.29139339321460667,0.24575929033665467
222,0.3816969025059587,0.2879866794611135,0.24347720954451024
223,0.3824311774182453,0.282423213431442,0.2404394104037911
224,0.36160004998270334,0.2899912701739615,0.2314256137809868
225,0.35987631195587644,0.27759669002336396,0.2277700355376669
226,0.34518422441029534,0.281614905049738,0.23131403124743705
227,0.33786327602181526,0.29043999356241806,0.22332005833325436
228,0.3250517712428781,0.28541656528838555,0.22033144035680358
229,0.33495175039612135,0.29196910272095283,0.2208560897015653
230,0.3310241756175836,0.2910884054541732,0.21902144743784382
231,0.3284652457636014,0.2864797237842023,0.21339324929823145
232,0.32303401741899,0.281128395397193,0.21485528118885405
233,0.33456502290921164,0.28421169020010406,0.22128531184675163
234,0.3274680420532597,0.28393112704939344,0.22409716365262267
235,0.3259389847194698,0.2937436992232643,0.22785622324818325
236,0.32426601440171066,0.29078932500027155,0.2277836039393463
237,0.3330218796346898,0.29333825562564486,0.2292218195615737
238,0.3353197458191209,0.29036049165580424,0.23011729271186432
239,0.32887189753009943,0.2922002002591406,0.23279342008888138
240,0.32999779336681934,0.28579923461413886,0.24271780986417985
241,0.3190980536166949,0.28483238653586657,0.255950361719526
242,0.3230283850790349,0.28154063225981124,0.260888541139626
243,0.3199573691305268,0.2851598908609838,0.27382529772653985
244,0.3328195579749435,0.288880094652826,0.2683568433477478
245,0.33326170798449944,0.29101903502695375,0.27594183288573715
246,0.3192590373184266,0.3092894865133094,0.28588426597805644
247,0.3205178436147239,0.2882319182184969,0.2988441996524105
248,0.33064415730085567,0.2745572701452736,0.29808837098853286
249,0.3334658844557063,0.2829725001399767,0.30281441625176014
250,0.32933357351410447,0.2684935882860857,0.2945599267442292
251,0.3440201754422062,0.26205316035642495,0.29407103111280153
252,0.31912856516669297,0.26841305553960204,0.2883418878720988
253,0.32419149071637615,0.2631152709985092,0.2914914470628747
254,0.3202065440427307,0.2694281511043835,0.29063594800095677
255,0.3235509494562472,0.28319770971790653,0.28839663449683683
256,0.3235370463651424,0.29442858335632366,0.2877105804975573
257,0.334179349462993,0.29364372152660273,0.28568018851562177
258,0.35262589688509965,0.2884868420423344,0.2789127567089033
259,0.34737855466613593,0.2797997239758587,0.2869750099697349
260,0.3436988251694555,0.28515856463606337,0.2857794585503482
261,0.3319866673560452,0.3039124128834692,0.28495473623337414
262,0.35048631232382005,0.31441084212582265,0.2889876346913138
263,0.339261005532423,0.31496217214762323,0.2932984271443524
264,0.3394005421130492,0.3109437293144897,0.29749532364173537
265,0.3551517449133025,0.3119342639360028,0.28875095373470405
266,0.3460698205029233,0.33136519432507183,0.2944654317531881
267,0.360469840706955,0.308254785442819,0.29636809746995574
268,0.3546232096083148,0.30627509034569195,0.29679308292643625
269,0.35959671616135364,0.31734223341535356,0.28960002455848444
270,0.3586001116545542,0.30715703497244345,0.28343470330603643
271,0.3663535975869874,0.29649919828658494,0.27221866657707533
272,0.34990023279795224,0.2822515687922576,0.26960215892351846
273,0.3490610371566736,0.27811534720693887,0.266846675261554
274,0.3527201277374571,0.28061412785030565,0.25408764085494423
275,0.34657624120186925,0.2770787684351635,0.24692333288941845
276,0.3559836559380602,0.28719215748750637,0.23504713044544112
277,0.33803395218706717,0.2795703565192565,0.24358120042174672
278,0.33364304780487386,0.2762626813737947,0.24073761420203035
279,0.33891055164817924,0.2886757954820744,0.23153291578682558
280,0.3410563423965031,0.2954429528990368,0.22933439072489425
281,0.3439556355233143,0.27766403254282757,0.22959057849651454
282,0.327962574314969,0.2774087354631911,0.22808138442326586
283,0.3328507918142667,0.26403080400816464,0.23979611508470516
284,0.33044922275125943,0.2655637840471478,0.2415116316419513
285,0.33336461165420317,0.2576581918145818,0.2434511533742486
286,0.33699867695723984,0.2577503903969083,0.2441071706695852
287,0.3409419831979199,0.25314155674530425,0.23204228729757959
288,0.3593172605297599,0.23805100107580687,0.23394637825994968
289,0.36289242309875375,0.23858651110273996,0.2418471713893484
290,0.3688401336728296,0.24728522848536422,0.24082187523771073
291,0.36372679432852745,0.25676377160129005,0.24524825038542192
292,0.3617956156608626,0.2577330851608735,0.2631337020381694
293,0.3650365415699635,0.2572779745110376,0.26544501236555174
294,0.3663667871679832,0.25795858014025314,0.2655897153600954
295,0.36137625265784423,0.2651059479291354,0.270580818237135
296,0.36558860879524346,0.26065779937428535,0.2723111568954498
297,0.364094359416955,0.2517559726327134,0.2811173628715525
298,0.3642990815269664,0.2583806687908109,0.29126055441534693
299,0.37316283945668044,0.2642076591276889,0.29645580379578995
300,0.3770260797052105,0.25859931719607854,0.29027083036489837
301,0.378978926362262,0.2570353691900617,0.2918076521907601
302,0.3835186028214312,0.26464184882580927,0.3017696814369451
303,0.3851017501786816,0.26141504478884475,0.3002660450731676
304,0.3834187261272981,0.23896401921579755,0.30253453179214707
305,0.37819676605460895,0.2405218495698759,0.3005083093360741
306,0.3669791599323004,0.23568613700202828,0.29781621077420856
307,0.36784092016602027,0.22203919127517596,0.302753542700156
308,0.3558341365580127,0.22174650875139587,0.2976465819930018
309,0.3420414767752673,0.21398352138582885,0.2955548165978794
310,0.3357244958845607,0.23062623053813813,0.28981264615621877
311,0.3441493633862308,0.22678247738865376,0.2899802769361808
312,0.34257966618940167,0.22636277867260773,0.2849080397685381
313,0.3431122278980082,0.24136366718793142,0.28850535398280047
314,0.3570910932675931,0.24903835594631588,0.2909223071856301
315,0.3569399996035885,0.25145201440581466,0.29069942521404263
316,0.363708039616896,0.25230435559348585,0.2917265273036263
317,0.37450472411633406,0.2695906363605239,0.2906348290630693
318,0.3659568661702042,0.27577848527972526,0.29463007870463087
319,0.35568929706654145,0.2955705780593399,0.29947668771765523
320,0.3519113680369614,0.2972584111143513,0.3044622956191132
321,0.34665241123676477,0.30468786554578964,0.3218731062132211
322,0.3473817041052079,0.3297119729441562,0.32034653567425536
323,0.3646228755445329,0.32472335307376105,0.32406786044234553
324,0.3590972558041594,0.3185664480208955,0.3326382056746172
325,0.3619157936219719,0.3137206788368744,0.33404109870081866
326,0.3549223168685748,0.3101989610994755,0.3227171689395962
327,0.3565799603074683,0.30806750457844045,0.32534970895080423
328,0.3541700307957655,0.3058174610577392,0.3210191061864057
329,0.3549885563516114,0.3095995750563347,0.32099520471082654
330,0.3614249129300959,0.3123161578761435,0.3184048139820191
331,0.35777188107813285,0.3113432870789376,0.32097888361804716
332,0.3839777808890493,0.31063180710017396,0.31459322923004873
333,0.3612659877166985,0.3108800544384721,0.29719743001826193
334,0.36830433365764,0.3010317984575641,0.2792832516512522
335,0.38229830491842093,0.3003977142056595,0.2873233492240101
336,0.3886416583988704,0.3091887159839858,0.28694440049322767
337,0.39791803378850377,0.31293544831163905,0.29048606408877087
338,0.40399399667613,0.3088187683559043,0.28881595283889494
339,0.39419564432524373,0.2996922166847663,0.2892502363635542
340,0.39948075824240287,0.30189264913093816,0.28267842303189417
341,0.38710739145373807,0.3086149378764186,0.29481147970984906
342,0.40292507816594547,0.2986885503119308,0.293938644384915
343,0.3844034669728338,0.3175139830972061,0.3012785381054624
344,0.37140904868771246,0.30180312779664714,0.30421795030871046
345,0.37393742367407395,0.3024975516987216,0.3071704312217134
346,0.36029406912660783,0.28868968650957033,0.3150746291075324
347,0.3542715893366351,0.2800702874252449,0.32784096549208985
348,0.37291662075389176,0.28375391856181836,0.33351957385381764
349,0.3688326904775132,0.28022631295818073,0.3322969070688503
350,0.36947622165115307,0.3051758406586645,0.3255161317119872
351,0.36222342461846235,0.29067802700818673,0.3284389837115057
352,0.3570512353797686,0.2973336691723948,0.325254218399647
353,0.3653807188356652,0.28373180890249966,0.3284824049223054
354,0.3642971416637786,0.273564488834351,0.3322385468052564
355,0.36155806785735817,0.254285102491757,0.3332677793157744
356,0.3591639276537743,0.2622556509161904,0.3308244429074183
357,0.3465667992809536,0.24843793899389546,0.33209686126546883
358,0.35620838736358207,0.24015185031391004,0.32897922617979986
359,0.36228450885272157,0.2309625070067792,0.3160684529054406
360,0.36452202902989195,0.23026787837813034,0.30868189820822733
361,0.35590905428907144,0.21309708428629554,0.3112663452362989
362,0.3733539978765765,0.21333750670563043,0.31333818495244214
363,0.3808243321774964,0.2153631583036297,0.30428716400475675
364,0.37630990298649947,0.2212071544317102,0.2984070474413096
365,0.3667682897758109,0.22018723140396101,0.30340117097325253
366,0.35378611859819975,0.21403304682239507,0.2906655730648404
367,0.3574672047214207,0.2096578794435805,0.292077159518656
368,0.34202099590132284,0.20705671119654495,0.29079920012262506
369,0.34697441448204996,0.21810945720496222,0.2891094317264989
370,0.3444934053677599,0.21929479685679,0.2855865233989514
371,0.35851527976725794,0.21134670786086798,0.2904814923705448
372,0.3389041112300241,0.21210719674091413,0.2825919355364063
373,0.3426048737810771,0.21543486115496396,0.28084066977345834
374,0.33673794276891666,0.2316977063159175,0.2806757969894006
375,0.3309911041764941,0.24070921187125444,0.29140759407102435
376,0.33882521295492146,0.23442429774259121,0.3019268918997171
377,0.3343565325665203,0.230958618742648,0.30727643571360347
378,0.3445128871518433,0.22660076878002844,0.31157098706273223
379,0.3408613135524943,0.2323612330567243,0.3139801705566897
380,0.35119536036797727,0.22232665090409917,0.3122052898316778
381,0.35571075498689475,0.21581253456710922,0.3077552146993825
382,0.3424097087748959,0.21546015297448742,0.31558145929537623
383,0.3569464536826845,0.22209417098655146,0.31998821379637665
384,0.37238660152478953,0.22388655575555735,0.3200816165465269
385,0.39883909321855254,0.23290753659138577,0.3217089804330005
386,0.4005658618160982,0.23134326862888208,0.3152952238275331
387,0.3972748085131188,0.24237520648404678,0.3023664115292184
388,0.3953466756116658,0.25021987977639887,0.30502225790621174
389,0.40033961831174075,0.24224531507825342,0.3127729303913752
390,0.39510659698348805,0.24627490804370417,0.3115001792255541
391,0.3886678669165444,0.24848170050529178,0.3138810686071701
392,0.394469687055948,0.2575436393700487,0.31542382153906917
393,0.40625737673454215,0.24998172233467056,0.32415080451252215
394,0.3806156237487348,0.24804397399710193,0.3263894740698679
395,0.38751934259032456,0.2558413086769033,0.334677105784559
396,0.382093434679852,0.25249869768831423,0.32191500365677406
397,0.3742948080772,0.2553536805856313,0.3168940459308445
398,0.3773723752549209,0.2606388520823631,0.3126330906761274
399,0.3723674213493751,0.26236006494694836,0.3196907640206466
400,0.3729510613060977,0.24907683370224543,0.3261114619005556
401,0.37510387389843414,0.24375045123895428,0.3208574284997105
402,0.37039946090047515,0.24290398285738976,0.3109480791965638
403,0.36006089885425846,0.2229646154756592,0.31179912077928695
404,0.3629549403005072,0.2261038201194203,0.3107163938263655
405,0.3727967600958201,0.2176636421911127,0.31272581362458685
406,0.3714517507651122,0.2077439106252102,0.3079531789355035
407,0.37586873299693885,0.20580232882519045,0.30846976721925445
408,0.3844388954895603,0.20500654797684625,0.3131322204328314
409,0.3814682534309242,0.2105238390945092,0.3160185956479941
410,0.38096192898560455,0.2158330412051399,0.3323825072517675
411,0.3685376436320088,0.2208471832047829,0.32680803743511727
412,0.3696514641058833,0.2332237273931869,0.31997565235677955
413,0.3681550652659593,0.24810123205453585,0.3271057708924336
414,0.3614404856517306,0.26131590831694107,0.31818668547000806
415,0.34881373351285516,0.2616522643949817,0.309997065273836
416,0.34730047680505716,0.28364727243231974,0.33325895085910395
417,0.3652214708423388,0.2864849122044601,0.32754308748363364
418,0.3663961651409969,0.28447956742144415,0.3231333049090361
419,0.3707833885583246,0.2753407143680813,0.3128046168444639
420,0.3645162021695994,0.26403049664153083,0.300904288749726
421,0.3609148571045274,0.25748335525155097,0.3008165841753942
422,0.3508785223722777,0.2566630864709821,0.3041597680876144
423,0.3657218380656556,0.25121789851547593,0.3048225330201771
424,0.3617735896923589,0.2523779374281647,0.30626227880302337
425,0.36193535306491265,0.2635639108614082,0.3151896797060966
426,0.3797008062044833,0.26089496820334834,0.31943704655066285
427,0.3684243902387108,0.26234365282452415,0.3144069256188755
428,0.3533275580875605,0.26488480817104576,0.3118707981974588
429,0.3613698320511709,0.2845082229382732,0.31690243126489964
430,0.3540208465676771,0.2828662886746013,0.3286572218059806
431,0.3594583393906215,0.2816746183731187,0.31847653821712185
432,0.3438175147099856,0.28034279925518263,0.3116027614203481
433,0.35043545689408656,0.28504657536671674,0.3028155768278535
434,0.3529722682051744,0.29453687385897204,0.29803637290941104
435,0.3737405663863358,0.287884550003192,0.29395057632451205
436,0.38629472524714537,0.29082699353499475,0.29896465469492384
437,0.38357922361710883,0.2994652199138075,0.30378303663273354
438,0.39714237120699547,0.29285801623546687,0.2884466721453506
439,0.3914721699071725,0.29747416913699065,0.2950829970286513
440,0.397549538641603,0.30800412572793634,0.2945484119786577
441,0.3911529157545773,0.30557048006128257,0.28981391736406903
442,0.3974108983101101,0.2957474879939825,0.2985637396692934
443,0.39458151131531427,0.293940860176171,0.3016922262519889
444,0.3927512059088586,0.2884959642322719,0.3029547196055491
445,0.40331645090518486,0.29534611558128,0.3057808088291484
446,0.4048393447105298,0.29674957638807525,0.31050748559375546
447,0.41348332907022517,0.29613488026908086,0.31106921355542816
448,0.39529214349363495,0.3033656042073732,0.30931961585844175
449,0.3897459948485813,0.31029005953670064,0.3169420745057169
450,0.3808320380812642,0.30695804976231184,0.33285575415539687
451,0.38637459502904997,0.30930120322028587,0.33696772148464027
452,0.38473618093384376,0.29894797893595504,0.330111199525286
453,0.3724294659243593,0.2978221787449555,0.33493973904765634
454,0.3693992109389388,0.2942550350566516,0.34208465406485977
455,0.3684376840863646,0.29811224224023414,0.3501134808807666
456,0.3823957119048293,0.29295693114172655,0.34408803328761833
457,0.36319041223357484,0.30104602153967164,0.3382529416605796
458,0.37921900898942384,0.3046794192487805,0.3337099205129647
459,0.38060238534185925,0.30682595324848533,0.3303743024654014
460,0.38595851136716575,0.3081312096964455,0.32758981606533105
461,0.39426390467291433,0.2905775412965376,0.3207671207025237
462,0.38195675257998873,0.26591486855313023,0.3135881351218707
463,0.39683299477121264,0.25801522566256135,0.3125513555544546
464,0.3906861586210581,0.2517950676658165,0.31062835258445787
465,0.40510020118891904,0.2482438562868751,0.31832395631984356
466,0.3910006659569858,0.24057659697592712,0.3119740294416326
467,0.3933940063116898,0.2357580163356961,0.3084794855085211
468,0.38699445484801975,0.23955266358750707,0.30967878349426436
469,0.3744431031718142,0.24347118727392147,0.30482083631499535
470,0.373416484032969,0.2513039104195955,0.31818599323477714
471,0.36222147085671236,0.2477004149046008,0.3239199849367049
472,0.3627201757202737,0.25878140891425944,0.337397600157464
473,0.3634051481298152,0.2618407991710421,0.3363468744447551
474,0.34594005111305653,0.2798277110715411,0.329276896591545
475,0.34557033836973555,0.29006423118773056,0.33046060823606704
476,0.3449601519459208,0.2875421476231802,0.32058255500980654
477,0.34106396671149664,0.2865193332756737,0.31482256478471604
478,0.32812662945234955,0.286551973996601,0.3065908235500916
479,0.33512339919100165,0.27486548117662507,0.30914947953754573
480,0.3359489623156428,0.26463887997092767,0.3082839035706251
481,0.3574160012924202,0.2661802412368454,0.3108752357672019
482,0.33903829192799234,0.2686032865979711,0.3016056134760619
483,0.3431255677771224,0.24673504117618025,0.2968429521640094
